ID,lineage,cell,MYC
ACH-001390,breast,SUM149PT,1.498538867
ACH-001391,breast,SUM159PT,4.279749853
ACH-001392,breast,SUM185PE,1.099322812
ACH-001394,breast,SUM229PE,1.677443294
ACH-001395,breast,SUM44PE,1.129377984
ACH-001396,breast,SUM52PE,1.287520758
ACH-001398,kidney,SW156,1.088553265
ACH-001399,colorectal,SW626,1.211816513
ACH-001400,cervix,SW954,1.083416948
ACH-001401,adrenal_cortex,SW13,1.003840388
ACH-001402,cervix,SW756,1.106086962
ACH-001403,ovary,TO14,1.011713887
ACH-001407,urinary_tract,UMUC13,1.794966845
ACH-001408,urinary_tract,UMUC14,1.834074866
ACH-001409,urinary_tract,UMUC16,1.169506239
ACH-001410,urinary_tract,UMUC4,1.259062735
ACH-001411,urinary_tract,UMUC5,1.09815676
ACH-001412,urinary_tract,UMUC10,1.115529375
ACH-001413,urinary_tract,UMUC11,0.944792043
ACH-001414,urinary_tract,UMUC6,1.3353409
ACH-001415,urinary_tract,UMUC7,0.953345186
ACH-001416,urinary_tract,UMUC9,1.258067202
ACH-001417,lung,UMC11,1.096514201
ACH-001418,ovary,UWB1289,1.615671007
ACH-001419,breast,VP229,1.358184118
ACH-001421,eye,WERIRB1,1.004801463
ACH-001422,prostate,WPE1NA22,1.018323669
ACH-001430,bone,TC138,1.512033165
ACH-001431,bone,TC205,1.321330695
ACH-001433,soft_tissue,CCLFPEDS0008T,1.41884839
ACH-001441,eye,921,1.55735561
ACH-001442,cervix,A388,1.347618038
ACH-001443,thyroid,ASH3,2.460515855
ACH-001450,lymphocyte,BLUE1,1.077078208
ACH-001451,cervix,BOKU,1.040437989
ACH-001452,blood,BONNA12,0.894177501
ACH-001453,prostate,BPH1,1.342046509
ACH-001454,colorectal,C10,0.97007542
ACH-001456,colorectal,C125PM,2.076157493
ACH-001458,colorectal,C75,1.264741186
ACH-001459,colorectal,C80,1.138033945
ACH-001460,colorectal,C84,1.340070558
ACH-001461,colorectal,C99,1.443774249
ACH-001484,blood,CI,1.01780435
ACH-001485,blood,CII,1.01520352
ACH-001489,lung,CORL32,0.990635581
ACH-001490,lung,CORL321,0.967024183
ACH-001494,bile_duct,EGI1,1.202260984
ACH-001495,uterus,EMTOKA,0.913399565
ACH-001496,esophagus,ESO26,1.622370027
ACH-001497,esophagus,ESO51,2.56051761
ACH-001498,lymphocyte,FARAGE,1.041048346
ACH-001500,esophagus,FLO1,1.366784362
ACH-001509,upper_aerodigestive,H357,1.585689917
ACH-001510,upper_aerodigestive,H376,1.292645098
ACH-001511,upper_aerodigestive,H413,1.437919756
ACH-001513,cervix,HCA1,0.869815197
ACH-001515,cervix,HCS2,1.210364549
ACH-001516,cervix,HCSC1,0.970147886
ACH-001517,uterus,HEC1,0.982854084
ACH-001518,uterus,HEC116,1.591405673
ACH-001519,bone,HEMCSS,1.000565426
ACH-001520,blood,HG3,1.044973879
ACH-001521,skin,HKA1,1.545909573
ACH-001522,skin,HMY1,1.087193287
ACH-001523,skin,HSC1,1.169714032
ACH-001524,skin,HSC5,1.602945202
ACH-001525,cervix,HT3,1.39141635
ACH-001526,bone,HUO9,1.279908644
ACH-001528,thyroid,IHH4,1.026103461
ACH-001529,uterus,JAR,1.234362133
ACH-001530,uterus,JEG3,0.728995031
ACH-001532,kidney,JMURTK2,1.03830483
ACH-001536,bile_duct,KKU100,0.975957718
ACH-001538,bile_duct,KKU213,1.113287098
ACH-001539,lymphocyte,KML1,1.652345603
ACH-001540,soft_tissue,KMLS1,1.142080093
ACH-001541,plasma_cell,KMS28PE,1.146792708
ACH-001542,upper_aerodigestive,KON,1.315924396
ACH-001543,upper_aerodigestive,KOSC2CL343,1.06163169
ACH-001544,esophagus,KYAE1,1.139140054
ACH-001548,peripheral_nervous_system,LS,0.995209015
ACH-001549,lung,LU135,3.0989637
ACH-001550,skin,MCC13,1.021400128
ACH-001551,skin,MCC142,1.088436077
ACH-001552,skin,MCC26,0.916598399
ACH-001554,eye,MEL202,1.888196553
ACH-001555,lung,MERO14,1.181811158
ACH-001556,lung,MERO25,1.083175236
ACH-001557,lung,MERO41,1.025412989
ACH-001558,lung,MERO48A,1.019168855
ACH-001559,lung,MERO82,1.551105483
ACH-001560,lung,MERO83,1.232959701
ACH-001561,lung,MERO84,1.142246121
ACH-001562,lung,MERO95,1.40908512
ACH-001563,skin,MM127,0.996521222
ACH-001566,skin,MM370,1.15993784
ACH-001567,skin,MM383,1.413813936
ACH-001568,skin,MM386,0.964168818
ACH-001569,skin,MM415,1.327426966
ACH-001570,skin,MM426,0.998310481
ACH-001573,blood,MOLM1,1.1221512
ACH-001577,blood,MUTZ8,1.268017637
ACH-001578,embryo,NCCIT,0.877015142
ACH-001591,lung,NCIH1417,1.049343594
ACH-001599,lung,NCIH64,1.148596406
ACH-001603,peripheral_nervous_system,NH12,0.984753898
ACH-001605,central_nervous_system,NO10,0.957870704
ACH-001606,central_nervous_system,NO11,0.991102135
ACH-001607,bile_duct,NOZ,1.811419241
ACH-001608,central_nervous_system,NP2,0.805359821
ACH-001609,central_nervous_system,NP3,1.032600938
ACH-001610,central_nervous_system,NP5,0.877434322
ACH-001611,central_nervous_system,NP8,0.772754398
ACH-001613,blood,OCIAML4,1.274530681
ACH-001616,lymphocyte,OCILY18,1.347694894
ACH-001617,lymphocyte,OCILY7,1.055228763
ACH-001618,blood,OCIM2,1.53304199
ACH-001619,bile_duct,OCUG1,1.44314472
ACH-001622,central_nervous_system,ONDA7,1.136514283
ACH-001623,central_nervous_system,ONDA8,1.017756444
ACH-001624,central_nervous_system,ONDA9,0.866418229
ACH-001625,upper_aerodigestive,OSC19,1.07220049
ACH-001626,upper_aerodigestive,OSC20,1.164632477
ACH-001627,prostate,P4E6,1.024430919
ACH-001628,ovary,PEA1,1.770700519
ACH-001630,ovary,PEO1,1.669634112
ACH-001632,ovary,PEO4,1.947800042
ACH-001634,blood,PGA1,1.030335372
ACH-001636,lymphocyte,RAMOS,1.023100025
ACH-001638,lymphocyte,RCK8,1.39354031
ACH-001639,blood,ROS50,0.86064106
ACH-001641,upper_aerodigestive,SAT,1.150293858
ACH-001642,lymphocyte,SCC3,1.488670787
ACH-001645,skin,SEKI,1.282750551
ACH-001647,blood,SHI1,1.089149638
ACH-001648,prostate,SHMAC4,1.021250741
ACH-001649,prostate,SHMAC5,1.063614484
ACH-001650,cervix,SISO,1.354106256
ACH-001651,uterus,SKGI,1.615253844
ACH-001652,uterus,SKGII,0.957641185
ACH-001653,gastric,SKGT2,5.2593867
ACH-001654,esophagus,SKGT4,1.399074273
ACH-001655,uterus,SKN,1.118441461
ACH-001656,blood,SKNO1,1.343877811
ACH-001664,gastric,SNU638,1.076467427
ACH-001668,embryo,SUSA,0.853654788
ACH-001670,peripheral_nervous_system,TASK1,4.212038752
ACH-001673,bile_duct,TFK1,1.073040076
ACH-001674,peripheral_nervous_system,TGW,0.967373006
ACH-001677,lymphocyte,U2904,1.075567543
ACH-001680,lymphocyte,U698M,0.974050684
ACH-001685,lymphocyte,UHO1,1.033499121
ACH-001687,kidney,UMRC3,0.904975953
ACH-001688,kidney,UMRC7,1.377657071
ACH-001690,upper_aerodigestive,UPCISCC026,1.17691505
ACH-001692,upper_aerodigestive,UPCISCC040,1.242760431
ACH-001694,upper_aerodigestive,UPCISCC074,1.549592888
ACH-001698,upper_aerodigestive,UPCISCC116,1.181430846
ACH-001699,upper_aerodigestive,UPCISCC131,1.170116626
ACH-001702,soft_tissue,VAESBJ,1.071556065
ACH-001703,lymphocyte,VAL,0.916247171
ACH-001704,skin,VMRCMELG,1.081593236
ACH-001709,lymphocyte,WSUNHL,0.987809444
ACH-001711,central_nervous_system,PFSK1,1.249580159
ACH-001715,bone,CAL72,1.729656306
ACH-001716,peripheral_nervous_system,GOTO,0.994381969
ACH-001719,ovary,OCIC4P,1.081913538
ACH-001735,blood,SEMK2,1.059039567
ACH-001736,blood,HB1119,1.360389562
ACH-001737,blood,HSB2,1.006926317
ACH-001738,blood,CCRFCEM,0.991165206
ACH-001740,soft_tissue,RH28,0.926654253
ACH-001745,soft_tissue,RHJT,0.877473979
ACH-001750,soft_tissue,TTC442,1.197233209
ACH-001751,soft_tissue,RH36,1.344806913
ACH-001765,soft_tissue,RH4,0.977702026
ACH-001767,fibroblast,CCLFPEDS0018T,1.030342435
ACH-001786,colorectal,SNU1544,1.042346663
ACH-001790,soft_tissue,RH18DM,2.372484121
ACH-001791,soft_tissue,LPS6,1.828928863
ACH-001793,soft_tissue,LPS27,1.20474234
ACH-001794,soft_tissue,93T449,1.047144682
ACH-001795,soft_tissue,94T778,0.967471682
ACH-001796,soft_tissue,95T1000,0.741835665
ACH-001799,soft_tissue,LPS141,1.751053607
ACH-001802,soft_tissue,LPS853,1.337392392
ACH-001804,soft_tissue,LPS510,1.159715073
ACH-001807,soft_tissue,LPS067,1.130688772
ACH-001814,bone,OS252,1.163302925
ACH-001818,bone,C396,1.033298946
ACH-001819,breast,MFM223,3.70390668
ACH-001820,breast,COLO824,1.539708234
ACH-001834,bile_duct,ICC10,0.968253136
ACH-001835,bile_duct,ICC106,1.078995048
ACH-001836,bile_duct,ICC108,0.868718131
ACH-001838,bile_duct,ICC12,2.654792046
ACH-001839,bile_duct,ICC137,1.744422049
ACH-001841,bile_duct,ICC15,1.704531165
ACH-001842,bile_duct,ICC2,1.982478538
ACH-001843,bile_duct,ICC3,1.057462056
ACH-001844,bile_duct,ICC4,1.221211927
ACH-001845,bile_duct,ICC5,0.932628006
ACH-001846,bile_duct,ICC6,1.051529609
ACH-001848,bile_duct,ICC8,0.9239907
ACH-001849,bile_duct,ICC9,2.164184493
ACH-001850,bile_duct,G415,1.239014861
ACH-001852,bile_duct,HKGZCC,1.20585165
ACH-001853,bile_duct,KMCH1,1.545050582
ACH-001856,bile_duct,RBE,1.301026262
ACH-001857,bile_duct,SG231,1.351460985
ACH-001858,bile_duct,SSP25,1.415052128
ACH-001861,bile_duct,TGBC1TKB,1.761863087
ACH-001862,bile_duct,TGBC52TKB,0.837334627
ACH-001863,bile_duct,TKKK,1.214984746
ACH-001864,bile_duct,YSCCC,1.092451719
ACH-001955,bone,JHC7,1.237145778
ACH-001956,bone,MUGCHOR1,1.054417167
ACH-001957,bone,UMCHOR1,1.152718204
ACH-001958,lung,MS1,3.653606945
ACH-001959,bile_duct,CCLP1,1.01949697
ACH-001960,bile_duct,CCSW1,1.213158125
ACH-001961,bile_duct,GB2,2.814966689
ACH-001991,ovary,NZOV9,0.982515254
ACH-001993,blood,NALM16,1.018820683
ACH-001997,bile_duct,ECC2,1.110140708
ACH-001999,pancreas,9505BIK,1.639444268
ACH-002001,skin,A375SKINCJ1,1.084968388
ACH-002002,skin,A375SKINCJ2,1.084598371
ACH-002003,skin,A375SKINCJ3,1.086107089
ACH-002004,skin,UACC62SKINCJ1,1.073567997
ACH-002005,skin,SKMEL19,0.949187076
ACH-002011,eye,MP46,1.865441567
ACH-002015,eye,MEL285,1.184224492
ACH-002016,eye,MEL290,1.029757472
ACH-002017,eye,OMM1,1.107881979
ACH-002018,eye,OMM25,1.235329604
ACH-002019,cervix,HOKUG,0.995836027
ACH-002020,cervix,SKGIIIA,0.981584031
ACH-002022,colorectal,PMFKO14,1.245255379
ACH-002023,colorectal,TGBC18TKB,1.062869339
ACH-002024,colorectal,ECC4,1.110941734
ACH-002025,colorectal,TT1TKB,1.227093293
ACH-002026,uterus,HHUA,1.01620399
ACH-002027,uterus,HOUAI,1.061922385
ACH-002029,upper_aerodigestive,SAS,1.688013861
ACH-002038,ovary,HSKTC,0.829718527
ACH-002039,pancreas,PK8,1.042170362
ACH-002040,skin,HMVII,1.00273924
ACH-002041,thyroid,HOTHC,1.5181585
ACH-002042,thyroid,T3M5,1.348984099
ACH-002043,upper_aerodigestive,CA922,1.305789626
ACH-002044,upper_aerodigestive,HSQ89,1.117436514
ACH-002045,upper_aerodigestive,HO1U1,1.543508108
ACH-002046,uterus,HTMMT,1.489975863
ACH-002051,lung,LU134A,1.170308387
ACH-002052,lung,LU139,2.019936711
ACH-002058,blood,ATN1,1.079933064
ACH-002059,blood,P30OHK,1.060989019
ACH-002062,lymphocyte,SLVL,1.156379571
ACH-002066,central_nervous_system,HSSCH2,0.787986384
ACH-002067,bone,NOS1,1.822137859
ACH-002069,bone,HSOS1,3.397952067
ACH-002077,lung,LU165,1.087544309
ACH-002083,peripheral_nervous_system,NB69,1.413864833
ACH-002089,lung,201T,1.57716776
ACH-002090,kidney,BB65RCC,0.913288877
ACH-002091,skin,CAL39,1.37928104
ACH-002092,bone,CHSA0011,0.986353627
ACH-002093,bone,CHSA0108,1.170155173
ACH-002094,bone,CHSA8926,1.393038315
ACH-002095,lung,CORL303,0.912515744
ACH-002096,skin,CP50MELB,1.248417036
ACH-002097,skin,CP66MEL,0.997676906
ACH-002098,skin,CP67MEL,1.565863757
ACH-002099,bone,CS1,1.292678107
ACH-002100,skin,DJM1,1.487187386
ACH-002101,lung,EMCBAC1,0.950414513
ACH-002102,lung,EMCBAC2,1.002562834
ACH-002103,bone,ES1,1.026086855
ACH-002104,bone,ES3,1.080050444
ACH-002105,bone,ES4,1.212705042
ACH-002106,bone,ES5,1.420967935
ACH-002107,bone,ES6,0.694364518
ACH-002108,bone,ES7,1.448975462
ACH-002109,bone,ES8,1.202119905
ACH-002110,bone,EW1,2.534564665
ACH-002111,bone,EW11,1.052873533
ACH-002112,bone,EW12,1.254234836
ACH-002113,bone,EW13,1.222748929
ACH-002114,bone,EW16,1.000437792
ACH-002115,bone,EW18,1.189545637
ACH-002116,bone,EW22,1.221975422
ACH-002117,bone,EW24,1.110891712
ACH-002118,bone,EW3,1.277957975
ACH-002119,bone,EW7,1.544925497
ACH-002120,skin,GAK,0.969835606
ACH-002121,skin,GMEL,1.105063193
ACH-002122,lung,GT3TKB,1.027413826
ACH-002123,lung,H2369,1.007088551
ACH-002124,lung,H2373,1.048536135
ACH-002125,lung,H2461,1.46342419
ACH-002126,lung,H2591,0.96208425
ACH-002127,lung,H2595,1.186529082
ACH-002128,lung,H2722,0.949084929
ACH-002129,lung,H2731,0.986963441
ACH-002130,lung,H2795,1.308223974
ACH-002131,lung,H2803,0.670649927
ACH-002132,lung,H2804,1.313170377
ACH-002133,lung,H2810,1.253059835
ACH-002134,lung,H2818,0.757871114
ACH-002135,lung,H2869,1.079101579
ACH-002136,lung,H290,1.111582904
ACH-002139,kidney,HA7RCC,1.23358624
ACH-002140,ovary,HEY,1.379431326
ACH-002141,gastric,HSC39,1.194065613
ACH-002142,bone,HUO3N1,1.764016572
ACH-002143,skin,ISTMEL1,1.087283596
ACH-002144,lung,ISTSL1,0.914699143
ACH-002145,lung,ISTSL2,1.798836471
ACH-002146,ovary,JHOS3,1.922588732
ACH-002147,skin,K2,1.059321356
ACH-002148,thyroid,K5,1.152345044
ACH-002149,ovary,KGN,1.001698495
ACH-002150,kidney,LB1047RCC,1.04888065
ACH-002151,kidney,LB2241RCC,0.956768752
ACH-002152,skin,LB2518MEL,0.950703631
ACH-002153,skin,LB373MELD,0.981475969
ACH-002154,lung,LB647SCLC,0.967819113
ACH-002155,kidney,LB996RCC,0.899807493
ACH-002156,lung,LC1SQ,1.129331161
ACH-002157,lung,LC2AD,2.971457105
ACH-002159,skin,M14,1.024074244
ACH-002160,bone,MCIXC,2.74015691
ACH-002161,gastric,MKN28,1.694074732
ACH-002162,skin,MMACSF,0.9700084
ACH-002163,breast,MRKNU1,1.279435042
ACH-002164,pancreas,MZ1PC,1.110422714
ACH-002165,skin,MZ2MEL,0.999911993
ACH-002166,skin,MZ7MEL,1.339005084
ACH-002167,kidney,NCC010,1.076084275
ACH-002168,kidney,NCC021,1.030802892
ACH-002169,lung,NCIH1304,4.004613747
ACH-002170,lung,NCIH1688,1.631558794
ACH-002171,lung,NCIH250,1.251045829
ACH-002173,lung,NCIH378,0.98669293
ACH-002174,lung,NCIH720,1.105409224
ACH-002175,lung,NCIH740,0.901512141
ACH-002176,lung,NCIH748,1.031583638
ACH-002177,lung,NCIH835,1.078878949
ACH-002178,bone,NY,1.38426426
ACH-002179,breast,OCUBM,1.58311852
ACH-002180,cervix,OMC1,0.994854697
ACH-002181,ovary,OVCA420,1.28320469
ACH-002182,ovary,OVCA433,0.999121781
ACH-002183,ovary,OVMIU,2.251967472
ACH-002184,lung,PC3JPC3,1.544513577
ACH-002185,pancreas,PL18,1.514196508
ACH-002186,pancreas,PL4,3.077104022
ACH-002187,kidney,RCCAB,1.002148736
ACH-002188,kidney,RCCER,0.961267778
ACH-002189,kidney,RCCFG2,0.986219923
ACH-002190,kidney,RCCJF,0.999176708
ACH-002191,kidney,RCCJW,0.879677775
ACH-002192,kidney,RCCMF,1.019183091
ACH-002193,lung,RERFLCFM,1.409976314
ACH-002194,bone,RH1,1.321644722
ACH-002195,kidney,RXF393,1.739172383
ACH-002196,lung,SBC1,1.009731266
ACH-002197,lung,SBC3,1.156398558
ACH-002198,gastric,SCH,1.084583405
ACH-002199,kidney,SN12C,1.111898672
ACH-002200,skin,SW962,1.323361422
ACH-002201,cervix,TCYIK,1.883209453
ACH-002202,gastric,TMK1,1.133822583
ACH-002204,bone,UCH2,0.98666075
ACH-002205,skin,WM1552C,1.251699099
ACH-002206,skin,WM278,1.074456113
ACH-002207,skin,WM35,1.053940561
ACH-002208,breast,YMB1E,1.138317105
ACH-002209,blood,ALLPO,0.978011143
ACH-002210,engineered,ARH77,1.289529962
ACH-002211,blood,BALL1,1.264965723
ACH-002212,upper_aerodigestive,BB30HNC,1.335526703
ACH-002213,upper_aerodigestive,BB49HNC,1.327072795
ACH-002214,lymphocyte,BC1,1.706751996
ACH-002215,lymphocyte,BC3,1.186494853
ACH-002216,blood,BE13,0.837351353
ACH-002217,peripheral_nervous_system,BE2M17,0.998991853
ACH-002218,blood,CESS,0.995483072
ACH-002220,lymphocyte,CROAP2,1.142310828
ACH-002221,lymphocyte,CTB1,0.89275316
ACH-002222,blood,CTV1,0.975057396
ACH-002223,central_nervous_system,D245MG,1.040452017
ACH-002224,central_nervous_system,D247MG,1.005044211
ACH-002225,central_nervous_system,D263MG,1.206129313
ACH-002226,central_nervous_system,D336MG,1.001323066
ACH-002227,central_nervous_system,D392MG,1.275800907
ACH-002228,central_nervous_system,D423MG,1.018584327
ACH-002229,central_nervous_system,D502MG,1.002754359
ACH-002230,central_nervous_system,D542MG,1.135389083
ACH-002231,central_nervous_system,D566MG,2.334411813
ACH-002232,lymphocyte,DG75,0.99043939
ACH-002233,colorectal,DIFI,1.353074821
ACH-002234,upper_aerodigestive,DOK,1.279987067
ACH-002235,urinary_tract,DSH1,1.08894144
ACH-002236,lymphocyte,EB3,1.007778204
ACH-002237,bile_duct,ETK1,1.250418945
ACH-002238,blood,GRST,0.961881249
ACH-002239,upper_aerodigestive,H3118,1.367508618
ACH-002240,lymphocyte,H9,1.129827676
ACH-002241,blood,HAL01,1.033998731
ACH-002242,blood,HC1,0.998374393
ACH-002243,esophagus,HCE4,1.451273897
ACH-002244,upper_aerodigestive,HO1N1,1.048451737
ACH-002245,lymphocyte,HS445,0.903643072
ACH-002246,soft_tissue,HS633T,0.954814582
ACH-002247,engineered,IM9,1.003860532
ACH-002248,peripheral_nervous_system,IMR5,0.995645585
ACH-002249,upper_aerodigestive,JHU011,1.391080297
ACH-002250,upper_aerodigestive,JHU022,1.144588747
ACH-002251,upper_aerodigestive,JHU029,1.302903323
ACH-002252,lymphocyte,JIYOYEP2003,1.000127673
ACH-002253,lymphocyte,JSC1,1.216673387
ACH-002254,lymphocyte,KARPAS1106P,1.250450478
ACH-002255,lymphocyte,KARPAS231,1.245313109
ACH-002256,blood,KARPAS45,1.026848207
ACH-002257,central_nervous_system,KINGS1,1.018941052
ACH-002258,blood,KMOE2,1.001586813
ACH-002259,central_nervous_system,KNS81FD,1.040445003
ACH-002260,upper_aerodigestive,KOSC2,0.981698587
ACH-002261,peripheral_nervous_system,KPNYS,1.128210902
ACH-002262,blood,KY821,3.799914131
ACH-002263,esophagus,KYSE220,1.512077172
ACH-002264,esophagus,KYSE50,1.227611708
ACH-002265,upper_aerodigestive,LB771HNC,0.97403247
ACH-002266,urinary_tract,LB831BLC,0.930835267
ACH-002267,blood,LC41,1.00089924
ACH-002268,central_nervous_system,LN405,1.174900443
ACH-002269,central_nervous_system,LNZTA3WT4,1.386998512
ACH-002270,engineered,MCCAR,0.976944703
ACH-002271,soft_tissue,MFHINO,0.994917967
ACH-002272,lymphocyte,MHHPREB1,0.995412807
ACH-002273,blood,ML2,0.901747754
ACH-002274,blood,MLMA,1.035793504
ACH-002275,blood,MN60,0.989613674
ACH-002276,blood,MYM12,0.999959965
ACH-002277,peripheral_nervous_system,NBTU110,0.978789722
ACH-002278,peripheral_nervous_system,NB10,1.150266559
ACH-002279,peripheral_nervous_system,NB12,5.739892376
ACH-002280,peripheral_nervous_system,NB13,0.931285628
ACH-002281,peripheral_nervous_system,NB14,0.991751734
ACH-002282,peripheral_nervous_system,NB17,0.951908748
ACH-002283,peripheral_nervous_system,NB5,0.98724933
ACH-002284,peripheral_nervous_system,NB6,0.992348901
ACH-002285,peripheral_nervous_system,NB7,1.173903913
ACH-002286,lung,NCIH128,1.263230359
ACH-002287,colorectal,NCIH630,1.0137338
ACH-002288,embryo,NEC8,0.930984117
ACH-002289,blood,NK92MI,1.037406823
ACH-002290,blood,NKM1,1.276908125
ACH-002291,embryo,NTERA2CLD1,0.745655126
ACH-002292,esophagus,OACP4C,1.327828753
ACH-002293,lymphocyte,P32ISH,0.991236766
ACH-002294,upper_aerodigestive,PCI15A,2.746424566
ACH-002295,upper_aerodigestive,PCI30,0.866392986
ACH-002296,upper_aerodigestive,PCI38,1.63630815
ACH-002297,upper_aerodigestive,PCI4B,1.193366786
ACH-002298,upper_aerodigestive,PCI6A,1.448696423
ACH-002299,blood,QIMRWIL,0.93913516
ACH-002300,lymphocyte,RAMOS2G64C10,0.971406557
ACH-002301,lymphocyte,RF48,0.947488871
ACH-002302,blood,RPMI8866,1.306242988
ACH-002304,central_nervous_system,SKMG1,0.895686668
ACH-002305,upper_aerodigestive,SKN3,1.000821381
ACH-002306,gastric,STS0421,1.12724961
ACH-002307,lymphocyte,SUDHL16,0.957938588
ACH-002308,blood,SUPB8,0.99076031
ACH-002309,soft_tissue,SW684,0.929682318
ACH-002310,soft_tissue,SW872,1.12984152
ACH-002311,esophagus,TE12,1.325868768
ACH-002312,bile_duct,TGBC24TKB,1.365413712
ACH-002313,lymphocyte,TK,1.218706164
ACH-002314,blood,TUR,1.245596666
ACH-002316,engineered,WIL2NS,0.979352398
ACH-002317,blood,YT,1.129801305
ACH-002335,bone,UCH1,1.130955903
ACH-002336,unknown,HCET,1.021773211
ACH-002337,lung,JHU028,0.892315868
ACH-002338,skin,M980513,1.132428124
ACH-002339,blood,MOT,0.998947892
ACH-002340,peripheral_nervous_system,NBSUSSR,1.072686879
ACH-002342,unknown,BB30PBL,1.000729819
ACH-002343,unknown,BB49EBV,1.001156578
ACH-002344,unknown,BB65EBV,0.998183153
ACH-002345,colorectal,CAR1,1.108262824
ACH-002346,unknown,CP50EBV,0.999368105
ACH-002347,unknown,CP66EBV,1.000238746
ACH-002348,unknown,DIPG007,2.367505264
ACH-002349,unknown,GBM001,5.322587977
ACH-002350,unknown,HA7EBV,0.998780046
ACH-002351,unknown,L542,0.998459823
ACH-002352,unknown,LB1047EBV,1.002202035
ACH-002353,unknown,LB2241EBV,1.000128394
ACH-002354,unknown,LB2518EBV,1.000721888
ACH-002355,unknown,LB373EBV,1.001191895
ACH-002356,unknown,LB647PBL,1.000941772
ACH-002357,unknown,LB771PBL,1.001619237
ACH-002358,unknown,LB831EBV,1.001155136
ACH-002359,unknown,LB996EBV,0.997543597
ACH-002360,unknown,MZ1B,1.00872782
ACH-002361,unknown,MZ7B,1.002501627
ACH-002362,unknown,NCIBL128,0.997844591
ACH-002363,unknown,NCIBL1395,4.140955302
ACH-002364,unknown,NCIBL1437,1.000419042
ACH-002365,unknown,NCIBL1770,1.005717597
ACH-002366,unknown,NCIBL2009,1.005328121
ACH-002367,unknown,NCIBL2052,0.99506795
ACH-002368,unknown,NCIBL2087,0.998219121
ACH-002369,unknown,NCIBL209,1.019185227
ACH-002370,unknown,NCIBL2122,0.996458385
ACH-002371,unknown,NCIBL2126,0.999187245
ACH-002372,unknown,NCIBL2171,0.997953962
ACH-002373,unknown,HCC1187BL,0.998531238
ACH-002374,unknown,HCC1599BL,1.001959292
ACH-002375,unknown,HCC1937BL,1.00418783
ACH-002376,unknown,LS1034PBL,0.999795988
ACH-002377,unknown,HCC38BL,1.000713957
ACH-002378,unknown,HCC1143BL,1.000438513
ACH-002379,unknown,J82EBV,0.995089881
ACH-002380,unknown,COLO829BL,0.99966807
ACH-002381,unknown,HCC2157BL,0.999534079
ACH-002382,unknown,HCC1395BL,1.003823841
ACH-002383,unknown,HCC2218BL,1.005315184
ACH-002384,unknown,HCC1954BL,1.000173834
ACH-002386,skin,M00921,1.131274704
ACH-002387,skin,M1203273,1.296494998
ACH-002388,skin,MET2B,0.864084932
ACH-002389,peripheral_nervous_system,ACN,1.312810365
ACH-002397,thyroid,KMHDASH2,0.848617533
ACH-002446,gastric,CCLFUPGI0005T,1.369220931
ACH-002458,skin,HT144SKINFV1,1.094019818
ACH-002459,skin,HT144SKINFV3,1.086954244
ACH-002460,skin,HT144SKINFV2,0.988099966
ACH-002461,skin,RVH421SKINFV1,1.253956601
ACH-002475,engineered_blood,HAP1,0.765070042
ACH-002508,skin,WM3211,1.246050518
ACH-002509,skin,WM4235,1.075906467
ACH-002510,skin,M040416,0.960984263
ACH-002511,skin,M140325,1.386815168
